Date,TotalReturnsIndex
2014-01-16,1700.73
2014-01-17,1681.11
2014-01-20,1700.37
2014-01-21,1692.57
2014-01-22,1698.15
2014-01-23,1698.82
2014-01-24,1686.71
2014-01-27,1671.76
2014-01-28,1660.65
2014-01-29,1670.64
2014-01-30,1664.75
2014-01-31,1671.51
2014-02-03,1658.67
2014-02-04,1649.67
2014-02-05,1654.28
2014-02-06,1666.88
2014-02-07,1673.99
2014-02-10,1673.69
2014-02-11,1674.64
2014-02-12,1671.9
2014-02-13,1657.62
2014-02-14,1664.33
2014-02-17,1667.2
2014-02-18,1671.02
2014-02-19,1682.56
2014-02-20,1672.23
2014-02-21,1690.96
2014-02-24,1697.56
2014-02-25,1706.96
2014-02-26,1719.16
2014-02-28,1731.83
2014-03-03,1712.71
2014-03-04,1720.57
2014-03-05,1724.39
2014-03-06,1735.42
2014-03-07,1731.02
2014-03-10,1714.58
2014-03-11,1710.11
2014-03-12,1723.2
2014-03-13,1702.56
2014-03-14,1704.78
2014-03-18,1713.88
2014-03-19,1712.11
2014-03-20,1715.73
2014-03-21,1719.85
2014-03-22,1722.05
2014-03-24,1730.61
2014-03-25,1731.09
2014-03-26,1721.69
2014-03-27,1729.33
2014-03-28,1741.92
2014-03-31,1749.71
2014-04-01,1756.95
2014-04-02,1751.32
2014-04-03,1760.77
2014-04-04,1748.24
2014-04-07,1754.01
2014-04-09,1765.9
2014-04-10,1757.38
2014-04-11,1767.36
2014-04-15,1773.23
2014-04-16,1755.26
2014-04-17,1777.91
2014-04-21,1771.99
2014-04-22,1769.84
2014-04-23,1768.88
2014-04-25,1749.1
2014-04-28,1744.43
2014-04-29,1735.63
2014-04-30,1732.17
2014-05-02,1738.88
2014-05-05,1734.21
2014-05-06,1730.42
2014-05-07,1709.59
2014-05-08,1707.31
2014-05-09,1731.99
2014-05-12,1761.24
2014-05-13,1787.43
2014-05-14,1796.08
2014-05-15,1788.83
2014-05-16,1772.96
2014-05-19,1734.91
2014-05-20,1746.18
2014-05-21,1749.47
2014-05-22,1758.76
2014-05-23,1768.24
2014-05-26,1767.45
2014-05-27,1765.15
2014-05-28,1777.59
2014-05-29,1754.32
2014-05-30,1770.08
2014-06-02,1773.95
2014-06-03,1784.57
2014-06-04,1780.93
2014-06-05,1802.38
2014-06-06,1815.24
2014-06-09,1838.12
